Time (Sec);S9;S37;S55;S52;S64;S31;S1;S40;S13;S25;S22;S46;S48;S3;S58;S34;S50;S28;S19;S43;S11;
0.0;100.0;100.0;100.0;100.0;100.0;100.0;19160.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;
0.10333333333333333;99.7977088;99.7977088;100.0;100.0;99.7977088;99.7977088;19160.0;99.7977088;99.7977088;99.7977088;99.7977088;100.0;100.0;99.7977088;100.0;99.7977088;99.7977088;99.7977088;99.7977088;100.0;99.7977088;
0.2033333333333333;99.07287039999994;99.00697599999994;99.80231679999999;99.86821119999999;99.27055359999996;99.20465919999995;19160.0;99.27055359999996;99.13876479999995;99.07287039999994;99.07287039999994;99.67052799999998;99.47284479999996;99.20465919999995;99.60463359999997;99.13876479999995;99.20465919999995;99.27055359999996;98.94108159999993;99.53873919999997;98.94108159999993;
0.30333333333333334;99.07287039999994;99.00697599999994;99.80231679999999;99.86821119999999;99.27055359999996;99.20465919999995;19160.0;99.27055359999996;99.13876479999995;99.07287039999994;99.07287039999994;99.67052799999998;99.47284479999996;99.20465919999995;99.60463359999997;99.13876479999995;99.20465919999995;99.27055359999996;98.94108159999993;99.53873919999997;98.94108159999993;
0.4033333333333333;99.07287039999994;99.00697599999994;99.80231679999999;99.86821119999999;99.27055359999996;99.20465919999995;19160.0;99.27055359999996;99.13876479999995;99.07287039999994;99.07287039999994;99.67052799999998;99.47284479999996;99.20465919999995;99.60463359999997;99.13876479999995;99.20465919999995;99.27055359999996;98.94108159999993;99.53873919999997;98.94108159999993;
0.5033333333333333;99.07287039999994;99.00697599999994;99.80231679999999;99.86821119999999;99.27055359999996;99.20465919999995;19160.0;99.27055359999996;99.13876479999995;99.07287039999994;99.07287039999994;99.67052799999998;99.47284479999996;99.20465919999995;99.60463359999997;99.13876479999995;99.20465919999995;99.27055359999996;98.94108159999993;99.53873919999997;98.94108159999993;
0.6033333333333333;99.07287039999994;99.00697599999994;99.80231679999999;99.86821119999999;99.27055359999996;99.20465919999995;19160.0;99.27055359999996;99.13876479999995;99.07287039999994;99.07287039999994;99.67052799999998;99.47284479999996;99.20465919999995;99.60463359999997;99.13876479999995;99.20465919999995;99.27055359999996;98.94108159999993;99.53873919999997;98.94108159999993;
0.7033333333333333;99.07287039999994;99.00697599999994;99.80231679999999;99.86821119999999;99.27055359999996;99.20465919999995;19160.0;99.27055359999996;99.13876479999995;99.07287039999994;99.07287039999994;99.67052799999998;99.47284479999996;99.20465919999995;99.60463359999997;99.13876479999995;99.20465919999995;99.27055359999996;98.94108159999993;99.53873919999997;98.94108159999993;
0.8033333333333332;99.07287039999994;99.00697599999994;99.80231679999999;99.86821119999999;99.27055359999996;99.20465919999995;19160.0;99.27055359999996;99.13876479999995;99.07287039999994;99.07287039999994;99.67052799999998;99.47284479999996;99.20465919999995;99.60463359999997;99.13876479999995;99.20465919999995;99.27055359999996;98.94108159999993;99.53873919999997;98.94108159999993;
0.9033333333333332;99.07287039999994;99.00697599999994;99.80231679999999;99.86821119999999;99.27055359999996;99.20465919999995;19160.0;99.27055359999996;99.13876479999995;99.07287039999994;99.07287039999994;99.67052799999998;99.47284479999996;99.20465919999995;99.60463359999997;99.13876479999995;99.20465919999995;99.27055359999996;98.94108159999993;99.53873919999997;98.94108159999993;
